gestao_obras_id;nome_gestao_obras;unidade_gestao_obras;tipo_oleo_gestao_obras;usos;saldo_origem;erp_insumo_id;erp_codigo;erp_nome;erp_unidade;erp_categoria;metodo;confianca;observacao
mrp5llax4kh0n;ÓLEO 10W30 - DAF EXTREME;un;ÓLEO 10W30 - DAF EXTREME;entradas:4,os_pecas:1,os_oleos:4;0;;;;;;CRIAR;baixa;"candidato por palavra-chave (revisar; mesmo produto com as palavras em outra ordem): eb78f4e8 1335M544PE159 DAF EXTREME FE 10W30 (L, Lubrificantes e graxas) | sugestao: categoria Lubrificantes e graxas (maioria dos insumos do ERP que comecam com OLEO), unidade un | tem tipo de oleo mas aparece em os_pecas (1)"
mrjmv2ikwn987;ÓLEO 15W40;L;Óleo de Motor 15W40;entradas:1,os_pecas:0,os_oleos:16;0;a9fff3d9-6d31-4585-a5c6-c6ab35b4bded;6031;Óleo 15w40;un;Lubrificantes e graxas;nome_normalizado;media;"unidade diverge: origem L x ERP un; conferir conversao"
mrjrfskvqm7n1;ÓLEO 50;L;Óleo de Transmissão 50;entradas:1,os_pecas:0,os_oleos:1;42;84da6059-f4a6-405a-9299-63fc42bdec66;1335M544PE119;OLEO 50;un;Lubrificantes e graxas;nome_normalizado;media;"unidade diverge: origem L x ERP un; conferir conversao"
mt0klar0rbrly;Óleo 5w40;un;Óleo 5w40;entradas:4,os_pecas:0,os_oleos:4;0;;;;;;CRIAR;baixa;"ANTES DE CRIAR, conferir provavel par (nome quase igual): a9fff3d9 6031 Óleo 15w40 (un, Lubrificantes e graxas) | outros parecidos: 9fd8ead8 1335M544PE253 ÓLEO 5W30 (L, Lubrificantes e graxas); 84da6059 1335M544PE119 OLEO 50 (un, Lubrificantes e graxas); 273145e1 Óleo do Motor 5W40 (un, A classificar) | sugestao: categoria Lubrificantes e graxas (maioria dos insumos do ERP que comecam com OLEO), unidade un"
mrjqv255huin3;ÓLEO 68;un;Óleo Hidráulico 68;entradas:1,os_pecas:0,os_oleos:1;0;e4b4b71f-48fb-43be-aa67-8f3ea5e02897;1335M544PE217;ÓLEO 68;un;Lubrificantes e graxas;nome_exato;certa;
mtj7q4ysulkmm;OLEO 80W EP GL4;litro;;entradas:1,os_pecas:0,os_oleos:0;80;;;;;;CRIAR;media;"candidato por palavra-chave (revisar; mesma viscosidade 80W, marca nao informada na origem): 8c1ec467 96 LUBRAX TRM 4 80W - BL 20 L (un, Lubrificantes e graxas); dc1688e4 10134 MBL-110984 - 80W M-LUBE GX-A PAIL S/P / 20 LTS (un, Peças e componentes) | sugestao: categoria Lubrificantes e graxas (maioria dos insumos do ERP que comecam com OLEO), unidade L"
mrl14wlobqmkq;ÓLEO 90;L;Óleo de Diferencial - 90;entradas:1,os_pecas:0,os_oleos:3;15.5;aa69395c-8c7f-44ef-ac6c-353e74609414;;ÓLEO 90;BD;Lubrificantes e graxas;nome_exato;media;"unidade diverge: origem L x ERP BD; conferir conversao"
mrjn4wzlfnoad;ÓLEO ATF;L;ATF (transmissão automática);entradas:2,os_pecas:0,os_oleos:3;0.3;;;;;;CRIAR;baixa;"candidato por palavra-chave (revisar; ATF): 2a5e347c 93 LUBRAX ATF TDX 1 LITRO (un, Lubrificantes e graxas) | parecidos, sem nome igual: 5d100752 1335M518 ÓLEO 2T (un, Lubrificantes e graxas) | sugestao: categoria Lubrificantes e graxas (maioria dos insumos do ERP que comecam com OLEO), unidade L"
mrml34ih9aior;Óleo de Freio - DOT 4;L;Óleo de Freio - DOT 4;entradas:1,os_pecas:0,os_oleos:1;11;;;;;;CRIAR;baixa;"candidato por palavra-chave (revisar; DOT 4 e fluido de freio): 43248118 226 DOT 4 - FLUIDO PARA FREIOS (un, Lubrificantes e graxas) | sugestao: categoria Lubrificantes e graxas (maioria dos insumos do ERP que comecam com OLEO), unidade L"
mtram769sf8xb;Óleo de Motor Motul X-Tech Clean;L;Óleo de Motor Motul X-Tech Clean;entradas:1,os_pecas:0,os_oleos:1;0;e5f3cd02-9f8e-4244-a446-f45c6872be82;;OLEO DE MOTOR MOTUL X-TECH CLEAN;L;A classificar;nome_normalizado;alta;
mrl7om2nsx6zh;Óleo Eaton - Caixa de Marcha Pesada;L;Óleo Eaton - Caixa de Marcha Pesada;entradas:1,os_pecas:0,os_oleos:1;4;;;;;;CRIAR;baixa;"candidato por palavra-chave (revisar; Eaton caixa pesada): 78ec95bf 10195 OLEO EATON SAE 40 FS4005/ ( VERDE CX. PESADA ) (un, Lubrificantes e graxas) | sugestao: categoria Lubrificantes e graxas (maioria dos insumos do ERP que comecam com OLEO), unidade L"
mt0j14vmxrrc5;Óleo Mineral Motor GTX Anti-BC;L;Óleo 20w50;entradas:1,os_pecas:0,os_oleos:1;0;;;;;;CRIAR;baixa;"ANTES DE CRIAR, conferir provavel par (nome quase igual): 32dec8b2 467 ÓLEO MINERAL MOTOR GTX ANTI-B (un, Lubrificantes e graxas) | outros parecidos: 69636384 963 LITRO OLEO MINERAL MOTOR GTX ANTI-B (un, Lubrificantes e graxas) | sugestao: categoria Lubrificantes e graxas (maioria dos insumos do ERP que comecam com OLEO), unidade L | NOME DUPLICADO na origem: o outro id e mt0ipdz3akmk5; os dois vao para o mesmo insumo do ERP"
mt0ipdz3akmk5;ÓLEO MINERAL MOTOR GTX ANTI-BC;L;;entradas:0,os_pecas:0,os_oleos:0;0;;;;;;CRIAR;baixa;"ANTES DE CRIAR, conferir provavel par (nome quase igual): 32dec8b2 467 ÓLEO MINERAL MOTOR GTX ANTI-B (un, Lubrificantes e graxas) | outros parecidos: 69636384 963 LITRO OLEO MINERAL MOTOR GTX ANTI-B (un, Lubrificantes e graxas) | sugestao: categoria Lubrificantes e graxas (maioria dos insumos do ERP que comecam com OLEO), unidade L | NOME DUPLICADO na origem: o outro id e mt0j14vmxrrc5; os dois vao para o mesmo insumo do ERP | este id nao tem uso (ativo=false na origem) | inativo na origem"
mrzeen0qdhqol;Óleo Mobil 10w30;L;Óleo Mobil 10w30;entradas:2,os_pecas:0,os_oleos:4;1;;;;;;CRIAR;media;parecidos, sem nome igual: 203da4f2 ÓLEO MOTOR 10W30 (un, Lubrificantes e graxas) | sugestao: categoria Lubrificantes e graxas (maioria dos insumos do ERP que comecam com OLEO), unidade L
ms0g891yxlu0e;OLEO MOTOR COM DPF T;un;;entradas:2,os_pecas:2,os_oleos:0;0;ffaa403b-99a1-47bc-96d9-43a1b96390cf;449;OLEO MOTOR COM DPF T;L;Lubrificantes e graxas;nome_exato;media;"unidade diverge: origem un x ERP L; conferir conversao"
mtj7r2leouj70;OLEO MULTIGEAR SAE90 GL05;litro;Óleo de Diferencial - 90;entradas:1,os_pecas:0,os_oleos:0;80;;;;;;CRIAR;alta;nenhum parecido no ERP | sugestao: categoria Lubrificantes e graxas (maioria dos insumos do ERP que comecam com OLEO), unidade L
mt7qeidnwhovt;OLEO SINTETICO VG220;un;Óleo Lubrificante;entradas:1,os_pecas:0,os_oleos:1;0;;;;;;CRIAR;media;parecidos, sem nome igual: 93809e2a OLEO SINTETICO VG220 - 2170074 (un, Hidráulica) | sugestao: categoria Lubrificantes e graxas (maioria dos insumos do ERP que comecam com OLEO), unidade un
mtj7nrzwxj251;OLEO URSA 15W40 TDS PREMIUM CI4;litro;Óleo de Motor 15W40;entradas:1,os_pecas:0,os_oleos:10;802;;;;;;CRIAR;baixa;ANTES DE CRIAR, conferir provavel par (nome quase igual): 9410718e 1335M401 OLEO BALDE URSA 15W40 TDS PREMIUM CI4 (L, Lubrificantes e graxas) | sugestao: categoria Lubrificantes e graxas (maioria dos insumos do ERP que comecam com OLEO), unidade L
mtj7ow9prvgxg;OLEO URSA SAE50 LA3;litro;Óleo de Transmissão 50;entradas:1,os_pecas:0,os_oleos:1;80;;;;;;CRIAR;alta;nenhum parecido no ERP | sugestao: categoria Lubrificantes e graxas (maioria dos insumos do ERP que comecam com OLEO), unidade L
mt0i3c81vzne8;PARAFUSO 320C - CPX 01;un;;entradas:1,os_pecas:3,os_oleos:0;0;;;;;;CRIAR;alta;nenhum parecido no ERP | sugestao: categoria Peças e componentes (maioria dos insumos do ERP que comecam com PARAFUSO), unidade un
mt0kreodg7aiu;PARAFUSO CARTER;un;;entradas:2,os_pecas:2,os_oleos:0;0;0b7d432e-51c4-44ee-96eb-23bb297fcd4f;;PARAFUSO CARTER;un;A classificar;nome_exato;certa;
mskk3fcnq7rbc;PARAFUSO LAMINA 5/8;un;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;media;"parecidos, sem nome igual: e87de691 1014 PARAFUSO DA LAMINA 1 (un, Peças e componentes); 384818ff 1015 PARAFUSO DA LÂMINA 2 (un, Peças e componentes) | sugestao: categoria Peças e componentes (maioria dos insumos do ERP que comecam com PARAFUSO), unidade un"
mubm86mqflzxr;PARAFUSO SEXTAVADO 1/4;un;;entradas:1,os_pecas:1,os_oleos:0;0;f40114a6-03c2-4fa9-b5f1-39fa4bc6bcf2;359;Parafuso Sextavado 1/4;un;A classificar;nome_normalizado;alta;
mtw17octyxeve;PARAFUSO SEXTAVADO 12X30 8.8;un;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;media;"parecidos, sem nome igual: f40114a6 359 Parafuso Sextavado 1/4 (un, A classificar); 9d94e4ee 1031 PARAFUSO SEXTAVADO 1/4X70 CI 7 (un, Peças e componentes) | sugestao: categoria Peças e componentes (maioria dos insumos do ERP que comecam com PARAFUSO), unidade un"
mtw18yh2wu6a7;PARAFUSO SEXTAVADO 16X40 8.8;un;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;media;"parecidos, sem nome igual: f40114a6 359 Parafuso Sextavado 1/4 (un, A classificar); 9d94e4ee 1031 PARAFUSO SEXTAVADO 1/4X70 CI 7 (un, Peças e componentes) | sugestao: categoria Peças e componentes (maioria dos insumos do ERP que comecam com PARAFUSO), unidade un"
mtw18m6420dsg;PARAFUSO SEXTAVADO 16X50 8.8;un;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;media;"parecidos, sem nome igual: f40114a6 359 Parafuso Sextavado 1/4 (un, A classificar); 9d94e4ee 1031 PARAFUSO SEXTAVADO 1/4X70 CI 7 (un, Peças e componentes) | sugestao: categoria Peças e componentes (maioria dos insumos do ERP que comecam com PARAFUSO), unidade un"
mt0i7kbfbb8sn;PARAFUSO SEXTAVADO BRAÇADEIRA TUBO INJETOR 320C - A14;un;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;alta;nenhum parecido no ERP | sugestao: categoria Peças e componentes (maioria dos insumos do ERP que comecam com PARAFUSO), unidade un
mt0i9kiavi00p;PARAFUSO SEXTAVADO M6X1 - 0X18MM - H12;un;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;alta;nenhum parecido no ERP | sugestao: categoria Peças e componentes (maioria dos insumos do ERP que comecam com PARAFUSO), unidade un
ms7mx9bq0mper;PARALAMA GUERRA;un;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;media;parecidos, sem nome igual: e57d3c52 1335M544PE258 PARALAMA ENVOLVENTE 2005 A 2009 GUERRA (un, Peças e componentes) | sugestao: categoria Peças e componentes (maioria dos insumos do ERP que comecam com PARALAMA), unidade un
mt3c6fsvr5398;PASTILHA DE FREIO;un;;entradas:2,os_pecas:2,os_oleos:0;0;;;;;;CRIAR;baixa;"ANTES DE CRIAR, conferir provavel par (nome quase igual): 1e4abf8a 521 PASTILHA DE FEIO (un, Peças e componentes); e9b6e9fa 518 PASTILHA DE FREIO '7' (un, Peças e componentes) | outros parecidos: b03dd3ab 458 JOGO PASTILHA FREIO (un, Peças e componentes); bbaac486 958 JOGO PASTILHA FREIO DIANTEIRO (un, Peças e componentes); cb993cbb 928 PASTILHA FREIO DIANT XTZ  CROSSER (un, Peças e componentes); 5e102b5f 111 PASTILHA FREIO DT AMAROK CD 2.0 16V (un, Peças e componentes) | sugestao: categoria Peças e componentes (maioria dos insumos do ERP que comecam com PASTILHA), unidade un"
ms6ld9lh1b4vc;PEÇA DE FIXAÇÃO;un;;entradas:2,os_pecas:2,os_oleos:0;0;b3e9f5da-7ff6-40ce-926e-521117bc61a3;1335M544PE188;PEÇA DE FIXACAO;un;Peças e componentes;nome_normalizado;alta;
mrxwcw26r2ldl;PERFIL ALUM. PROTETOR LATERAL CICLISTA 4000 MM RANDON;un;;entradas:1,os_pecas:1,os_oleos:0;0;0f434fbb-89b1-4511-8b04-ccd84b3a90e3;1335M544PE18;PERFIL ALUM. PROTETOR LATERAL CICLISTA 4000 MM RANDON;un;Peças e componentes;nome_exato;certa;
mr9rz4mjs598h9x;PINO CENTRO 3/8X6;UN;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;media;parecidos, sem nome igual: b548e2b1 1335M544PE179 PINO CENTRO 9/16 (un, Peças e componentes) | sugestao: categoria Peças e componentes (maioria dos insumos do ERP que comecam com PINO), unidade un
mrv74gecddpjf;PINO MOLA DIANTEIRA;un;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;media;parecidos, sem nome igual: 38996ed0 134 ARRUELA DO PINO MOLA  DIANTEIRA (un, Peças e componentes) | sugestao: categoria Peças e componentes (maioria dos insumos do ERP que comecam com PINO), unidade un
mtrb1czt0cjfa;PINO NÃO ROSCADO EM AÇO LIGA TEMPERADO;un;;entradas:1,os_pecas:1,os_oleos:0;0;bd274d56-d97d-436f-8cf3-a54df63d497b;;PINO NÃO ROSCADO EM AÇO LIGA TEMPERADO;un;A classificar;nome_exato;certa;
mrwjzifzjuo8l;PINO SAPATA FREIO;un;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;media;parecidos, sem nome igual: 769ec0e2 1335M544PE211 MOLA SAPATA FREIO (un, Peças e componentes) | sugestao: categoria Peças e componentes (maioria dos insumos do ERP que comecam com PINO), unidade un
mt0i83ma5hxie;PLACA BRAÇADEIRA TUBO INJETOR 320C - H5;un;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;alta;nenhum parecido no ERP | sugestao: categoria EPI e sinalização (maioria dos insumos do ERP que comecam com PLACA), unidade un
mt7q7r88pg2ip;PLUS 50 II 15W40 20L;BD;Óleo de Motor 15W40;entradas:1,os_pecas:0,os_oleos:1;0;64d5267f-3817-4856-b1d4-d282fbb85502;;PLUS 50 II 15W40 20L;L;Hidráulica;nome_exato;media;"unidade diverge: origem BD x ERP L; conferir conversao | na origem os os_oleos deste insumo foram gravados em L (modal forca L); a quantidade do OS e em balde"
mr9rz4mj406noux;PNEU 205/60R;UN;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;media;parecidos, sem nome igual: 9731a5a7 919 205/60R 15 PNEU LINGLONG 91H GROSSWIND AT (un, Pneus e câmaras) | sugestao: categoria Pneus e câmaras (maioria dos insumos do ERP que comecam com PNEU), unidade un
mthr1uf81r11j;PNEU 295/80R 22.5 LISO 18PR 152/149L TL T203 SUPERCAR;un;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;baixa;ANTES DE CRIAR, conferir provavel par (nome quase igual): 0ba06b75 295/80R 22.5 LISO 18PR 152/149L TL T203 SUPERCAR (un, Pneus e câmaras) | sugestao: categoria Pneus e câmaras (maioria dos insumos do ERP que comecam com PNEU), unidade un
mta9vdq74m09p;PNEU 295/80R22.5 16PR 152/148M HTR1 CONTINENTAL;un;;entradas:1,os_pecas:1,os_oleos:0;0;04135482-a73b-4900-ab6d-1aa9026ae914;;PNEU 295/80R22.5 16PR 152/148M HTR1 CONTINENTAL;un;A classificar;nome_exato;certa;
mrw8ig7kggkkk;PNEU LISO;un;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;media;"parecidos, sem nome igual: abebbe42 1335M534 PNEU 295/80R22.5 152/148M TL ITINERIS - LISO (un, Pneus e câmaras); ca9cf89e 1R741 295/80/R22.5 18PR - PNEU 295/80/R22.5 WELLPLUS POWER WST756 18PR LISO (un, Pneus e câmaras) | sugestao: categoria Pneus e câmaras (maioria dos insumos do ERP que comecam com PNEU), unidade un"
mrw8ikk54kgsm;PNEU MISTO;un;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;media;"parecidos, sem nome igual: f180e44c 10336 PNEU 275/80R22.5 AOSEN RD951 145/143 16 LONAS MISTO (un, Pneus e câmaras); 4e7ca1d3 1R740 PN295/80/R22.5SP902 - PNEU 295/80/R22.5 SPORTRAC SP902 18PR 40112010 060 5405 UN  (MISTO) (un, Pneus e câmaras) | sugestao: categoria Pneus e câmaras (maioria dos insumos do ERP que comecam com PNEU), unidade un"
mskk369bzk2uy;PORCA 5/8;un;;entradas:2,os_pecas:2,os_oleos:0;0;;;;;;CRIAR;media;parecidos, sem nome igual: bbec9f36 742 Porca 3/8' (un, Aço, ferragens e fixação) | sugestao: categoria Peças e componentes (maioria dos insumos do ERP que comecam com PORCA), unidade un
mtw19bedkbeij;PORCA SEXTAVADA 16X1.50 TRAVANTE;un;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;media;"candidato por palavra-chave (revisar; porca 16 mm travante): d83cf021 1335M404 PORCA 16MM TRAVANTE (un, Peças e componentes) | sugestao: categoria Peças e componentes (maioria dos insumos do ERP que comecam com PORCA), unidade un"
mrjlt11rrd0u5;PROTETOR CAMARA DE AR;un;;entradas:2,os_pecas:2,os_oleos:0;0;;;;;;CRIAR;alta;nenhum parecido no ERP | sugestao: categoria EPI e sinalização (maioria dos insumos do ERP que comecam com PROTETOR), unidade un
mrwk0dxis98vb;REBITE MAÇICO ALUMINIO;un;;entradas:6,os_pecas:6,os_oleos:0;0;;;;;;CRIAR;media;parecidos, sem nome igual: 87b12b4a 1335M118 CENTO REBITE ALUMINIO MACICO 10X14M (un, Peças e componentes) | sugestao: categoria Peças e componentes (maioria dos insumos do ERP que comecam com REBITE), unidade un
mt0ldvt2hy4js;REGISTRO ESFERA 1.2/2;un;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;media;"parecidos, sem nome igual: d7932710 1057 REGISTRO RAINHA 9095 1/2 ESFERA (un, Hidráulica); 525d339f MAI-ORS-00006036/SINAPI Registro de esfera pvc, com borboleta, com rosca externa, de 1/2' (un, Hidráulica) | sugestao: categoria Hidráulica (maioria dos insumos do ERP que comecam com REGISTRO), unidade un"
mr9rz4mjnkacjm6;REPARO ALAVANCA;UN;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;baixa;ANTES DE CRIAR, conferir provavel par (nome quase igual): 65efc0f4 584 REPARO DA ALAVANCA (un, Peças e componentes) | outros parecidos: 64271842 1335M332 REPARO DA BALANÇA (un, A classificar) | sugestao: categoria Peças e componentes (maioria dos insumos do ERP que comecam com REPARO), unidade un
mubm5ydfy1r0i;REPARO CIL LEV - ESCARIFICADOR 12H;un;;entradas:1,os_pecas:1,os_oleos:0;0;41bcef1c-81f3-4bf8-bc8e-3f69561f2c6c;;REPARO CIL LEV - ESCARIFICADOR 12H;un;Hidráulica;nome_exato;certa;
mubm5hq35vcqu;REPARO CILINDRO DIREÇÃO E BASCULHANTE LAMINA 12H;un;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;baixa;ANTES DE CRIAR, conferir provavel par (nome quase igual): 91d1ae20 REPARO CIL DIREÇÃO E BASCULHANTE LAMINA 12H (un, Hidráulica) | sugestao: categoria Peças e componentes (maioria dos insumos do ERP que comecam com REPARO), unidade un
mtsw70axo3ov9;REPARO DA DIREÇÃO;un;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;media;parecidos, sem nome igual: 91d1ae20 REPARO CIL DIREÇÃO E BASCULHANTE LAMINA 12H (un, Hidráulica) | sugestao: categoria Peças e componentes (maioria dos insumos do ERP que comecam com REPARO), unidade un
mrzc371qefrm0;REPARO DE PARTIDA;un;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;baixa;ANTES DE CRIAR, conferir provavel par (nome quase igual): a6e3f788 1335M491 REPARO DA PARTIDA (un, Peças e componentes) | outros parecidos: 6cf4e058 1335M544PE109 RELE DE PARTIDA (un, Elétrica) | sugestao: categoria Peças e componentes (maioria dos insumos do ERP que comecam com REPARO), unidade un
mtsw6tkbulkdg;REPARO DO ESTABILIZADOR;un;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;baixa;"ANTES DE CRIAR, conferir provavel par (nome quase igual): 751e0c9d 1335M117 REPARO VEDAÇÃO ESTABILIZADOR (un, Ferramentas e consumíveis) | outros parecidos: 066614c5 585 REPARO DO TRAMBULADOR (un, Peças e componentes); 488aee3e 1078 BUCHA DO ESTABILIZADOR (un, Peças e componentes); 2bf54895 1231 KIT REPARO CILINDRO ESTABILIZADOR 416 (un, Peças e componentes) | sugestao: categoria Peças e componentes (maioria dos insumos do ERP que comecam com REPARO), unidade un"
ms7mk6g71ccg6;RETENTOR CUBO TRUCK;un;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;media;"candidato por palavra-chave (revisar; retentor de cubo): 5854c7a8 10267 RETENTOR CUBO DA RODA DT (un, Peças e componentes); 88bedd2e 10291 RETENTOR CUBO TZ 229509 (un, Peças e componentes); 08176d19 1335M119 RETENTOR RODA CUBO CARRETA (un, Peças e componentes) | sugestao: categoria Peças e componentes (maioria dos insumos do ERP que comecam com RETENTOR), unidade un"
mrjls3hj8867e;RETENTOR PINHÃO;un;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;media;parecidos, sem nome igual: 038197ac 1335M414 RETENTOR PINHAO MB 1218 (un, Peças e componentes) | sugestao: categoria Peças e componentes (maioria dos insumos do ERP que comecam com RETENTOR), unidade un
mrnql18sr6ywg;RETENTOR RODA TRASEIRA;un;;entradas:3,os_pecas:3,os_oleos:0;0;1462fef4-cfa9-41c7-8328-fed1128b5cee;230;RETENTOR RODA TRASEIRA;un;Peças e componentes;nome_exato;certa;
mt0iqcmxoqvfx;RETENTOR RODA TRASSEIRA CUBO;un;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;media;parecidos, sem nome igual: 1462fef4 230 RETENTOR RODA TRASEIRA (un, Peças e componentes) | sugestao: categoria Peças e componentes (maioria dos insumos do ERP que comecam com RETENTOR), unidade un
mu5j7kau7zdpx;ROLAMENTO CAPA/CONE PINHAO VT118-1280;un;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;alta;nenhum parecido no ERP | sugestao: categoria Peças e componentes (maioria dos insumos do ERP que comecam com ROLAMENTO), unidade un
mrzc41uxy14hd;ROLAMENTO NACHI;un;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;nome_exato;baixa;"NAO ESCOLHIDO: 2 insumos do ERP com o mesmo nome normalizado: f37e2e8d 929 ROLAMENTO NACHI (un, Peças e componentes); 84d9883e 10229 ROLAMENTO NACHI (un, Peças e componentes)"
msde5quv2vpuw;ROTOR DO EXAUSTOR;un;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;alta;nenhum parecido no ERP | sugestao: categoria Peças e componentes (nenhum insumo do ERP comeca com ROTOR), unidade un
mskjset6rzmr2;SENSOR DE VELOCIDADE;un;;entradas:1,os_pecas:1,os_oleos:0;0;08f6172d-2e39-40ec-9651-b42f0aeb78a6;1335M544PE101;SENSOR DE VELOCIDADE;un;A classificar;nome_exato;certa;
mtsvxsj4ag3w3;SENSOR DE VELOCIDADE 3582398;un;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;media;parecidos, sem nome igual: 08f6172d 1335M544PE101 SENSOR DE VELOCIDADE (un, A classificar) | sugestao: categoria Peças e componentes (maioria dos insumos do ERP que comecam com SENSOR), unidade un
mr9rz4mj4oxcpa2;SENSOR INDUTIVO;UN;;entradas:1,os_pecas:1,os_oleos:0;0;4e64c29c-6db8-45e7-88f9-0114484d706d;1335M455;Sensor Indutivo;un;Peças e componentes;nome_normalizado;alta;
mr9rz4mjk4yrsye;SENSOR ROTAÇÃO BOMBA DE ALTA;UN;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;media;"candidato por palavra-chave (revisar; sensor de rotacao): 1bebeaa4 1070 Sensor de rotação (un, Peças e componentes) | sugestao: categoria Peças e componentes (maioria dos insumos do ERP que comecam com SENSOR), unidade un"
mubm4grvof09y;SOLENOIDE BLOQUEIO 12H - 1446294;un;;entradas:1,os_pecas:1,os_oleos:0;0;bc5a5df7-4de4-498a-894d-ff93cddee2be;;SOLENOIDE BLOQUEIO 12H - 1446294;un;Elétrica;nome_exato;certa;
mrxwr3at62yvp;SOLENOIDE BOMBA DA TRANSMISSÃO;un;;entradas:3,os_pecas:2,os_oleos:0;0;;;;;;CRIAR;alta;nenhum parecido no ERP | sugestao: categoria Elétrica (maioria dos insumos do ERP que comecam com SOLENOIDE), unidade un
mr9rz4mjvawkq1x;SOLENOIDE BOMBA INJETORA;UN;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;alta;nenhum parecido no ERP | sugestao: categoria Elétrica (maioria dos insumos do ERP que comecam com SOLENOIDE), unidade un
mubm47bow7esd;SOLENOIDE PARADA 12H 24V;un;;entradas:1,os_pecas:1,os_oleos:0;0;7b76adae-f458-4a66-af2e-19c6651a98b0;;SOLENOIDE PARADA 12H 24V;un;Elétrica;nome_exato;certa;
mt3cv6jtmbhd7;TAMBOR DE FREIO;un;;entradas:1,os_pecas:1,os_oleos:0;0;0575e1b2-e12f-44a3-8070-3cf4674a5252;;TAMBOR DE FREIO;un;Hidráulica;nome_exato;certa;
mskjohvsag8c2;TAMPA DO REGULADOR;un;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;alta;nenhum parecido no ERP | sugestao: categoria Peças e componentes (maioria dos insumos do ERP que comecam com TAMPA), unidade un
mr9rz4mjic5dt3x;TERMINAL ALAVANCA CAIXA LD;UN;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;media;"parecidos, sem nome igual: f64782ad 10187 TERMNINAL ALAVANNCA LD (un, Peças e componentes); 7c2bfb57 10186 TERMINAL ALAVANCA LE (un, Peças e componentes); 7c80d3c3 10188 TERMINAL DA ALAVANCA LD (un, Peças e componentes) | sugestao: categoria Elétrica (maioria dos insumos do ERP que comecam com TERMINAL), unidade un"
mr9rz4mjtlg04v0;TERMINAL ALAVANCA CAIXA LE;UN;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;media;parecidos, sem nome igual: 7c2bfb57 10186 TERMINAL ALAVANCA LE (un, Peças e componentes) | sugestao: categoria Elétrica (maioria dos insumos do ERP que comecam com TERMINAL), unidade un
mr9rz4mjx1bni5e;TERMINAL CAMBIO LADO DIREITO;UN;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;baixa;"candidato por palavra-chave (revisar; LD = lado direito): 3ddb412a 10152 TERMINAL CAMBIO LD (un, Elétrica) | sugestao: categoria Elétrica (maioria dos insumos do ERP que comecam com TERMINAL), unidade un"
mtkg6k48n5wcx;TERMINAL DE BATERIA;un;;entradas:2,os_pecas:2,os_oleos:0;0;;;;;;CRIAR;baixa;ANTES DE CRIAR, conferir provavel par (nome quase igual): a7624459 779 TERMINAL PARA BATERIA (un, Peças e componentes) | sugestao: categoria Elétrica (maioria dos insumos do ERP que comecam com TERMINAL), unidade un
